location,date,vaccine,total_vaccinations
European Union,1/21/2022,Sinopharm/Beijing,2275050
European Union,1/21/2022,Sinovac,6380
European Union,1/21/2022,Sputnik V,1845102
European Union,1/21/2022,Valneva,0
European Union,1/22/2022,Covaxin,84
European Union,1/22/2022,Johnson&Johnson,18363161
European Union,1/22/2022,Moderna,132323911
European Union,1/22/2022,Novavax,118
European Union,1/22/2022,Oxford/AstraZeneca,67120007
European Union,1/22/2022,Pfizer/BioNTech,568969762
European Union,1/22/2022,Sinopharm/Beijing,2275050
European Union,1/22/2022,Sinovac,6380
European Union,1/22/2022,Sputnik V,1845102
European Union,1/22/2022,Valneva,0
European Union,1/23/2022,Covaxin,84
European Union,1/23/2022,Johnson&Johnson,18363948
European Union,1/23/2022,Moderna,132556414
European Union,1/23/2022,Novavax,118
European Union,1/23/2022,Oxford/AstraZeneca,67120090
European Union,1/23/2022,Pfizer/BioNTech,569272881
European Union,1/23/2022,Sinopharm/Beijing,2275050
European Union,1/23/2022,Sinovac,6380
European Union,1/23/2022,Sputnik V,1845102
European Union,1/23/2022,Valneva,0
European Union,1/24/2022,Covaxin,84
European Union,1/24/2022,Johnson&Johnson,18365551
European Union,1/24/2022,Moderna,133045154
European Union,1/24/2022,Novavax,118
European Union,1/24/2022,Oxford/AstraZeneca,67120431
European Union,1/24/2022,Pfizer/BioNTech,570008612
European Union,1/24/2022,Sinopharm/Beijing,2275050
European Union,1/24/2022,Sinovac,6380
European Union,1/24/2022,Sputnik V,1845102
European Union,1/24/2022,Valneva,0
European Union,1/25/2022,Covaxin,84
European Union,1/25/2022,Johnson&Johnson,18369260
European Union,1/25/2022,Moderna,133579333
European Union,1/25/2022,Novavax,118
European Union,1/25/2022,Oxford/AstraZeneca,67121021
European Union,1/25/2022,Pfizer/BioNTech,570901716
European Union,1/25/2022,Sinopharm/Beijing,2275050
European Union,1/25/2022,Sinovac,6380
European Union,1/25/2022,Sputnik V,1845102
European Union,1/25/2022,Valneva,0
European Union,1/26/2022,Covaxin,84
European Union,1/26/2022,Johnson&Johnson,18372512
European Union,1/26/2022,Moderna,134062740
European Union,1/26/2022,Novavax,118
European Union,1/26/2022,Oxford/AstraZeneca,67121139
European Union,1/26/2022,Pfizer/BioNTech,571814714
European Union,1/26/2022,Sinopharm/Beijing,2275050
European Union,1/26/2022,Sinovac,6380
European Union,1/26/2022,Sputnik V,1845102
European Union,1/26/2022,Valneva,0
European Union,1/27/2022,Covaxin,84
European Union,1/27/2022,Johnson&Johnson,18377648
European Union,1/27/2022,Moderna,134546233
European Union,1/27/2022,Novavax,118
European Union,1/27/2022,Oxford/AstraZeneca,67121261
European Union,1/27/2022,Pfizer/BioNTech,572692452
European Union,1/27/2022,Sinopharm/Beijing,2275050
European Union,1/27/2022,Sinovac,6380
European Union,1/27/2022,Sputnik V,1845102
European Union,1/27/2022,Valneva,0
European Union,1/28/2022,Covaxin,84
European Union,1/28/2022,Johnson&Johnson,18416558
European Union,1/28/2022,Moderna,136959110
European Union,1/28/2022,Novavax,119
European Union,1/28/2022,Oxford/AstraZeneca,67121999
European Union,1/28/2022,Pfizer/BioNTech,576837709
European Union,1/28/2022,Sinopharm/Beijing,2285236
European Union,1/28/2022,Sinovac,6387
European Union,1/28/2022,Sputnik V,1845102
European Union,1/28/2022,Valneva,0
European Union,1/29/2022,Covaxin,84
European Union,1/29/2022,Johnson&Johnson,18417947
European Union,1/29/2022,Moderna,137319810
European Union,1/29/2022,Novavax,119
European Union,1/29/2022,Oxford/AstraZeneca,67122258
European Union,1/29/2022,Pfizer/BioNTech,577505994
European Union,1/29/2022,Sinopharm/Beijing,2285236
European Union,1/29/2022,Sinovac,6387
European Union,1/29/2022,Sputnik V,1845102
European Union,1/29/2022,Valneva,0
European Union,1/30/2022,Covaxin,84
European Union,1/30/2022,Johnson&Johnson,18418619
European Union,1/30/2022,Moderna,137492244
European Union,1/30/2022,Novavax,119
European Union,1/30/2022,Oxford/AstraZeneca,67122332
European Union,1/30/2022,Pfizer/BioNTech,577804161
European Union,1/30/2022,Sinopharm/Beijing,2285236
European Union,1/30/2022,Sinovac,6387
European Union,1/30/2022,Sputnik V,1845102
European Union,1/30/2022,Valneva,0
European Union,1/31/2022,Covaxin,84
European Union,1/31/2022,Johnson&Johnson,18421097
European Union,1/31/2022,Moderna,137827633
European Union,1/31/2022,Novavax,120
European Union,1/31/2022,Oxford/AstraZeneca,67122491
European Union,1/31/2022,Pfizer/BioNTech,578404487
European Union,1/31/2022,Sinopharm/Beijing,2285236
European Union,1/31/2022,Sinovac,6387
European Union,1/31/2022,Sputnik V,1845102
European Union,1/31/2022,Valneva,0
European Union,2/1/2022,Covaxin,84
European Union,2/1/2022,Johnson&Johnson,18423459
European Union,2/1/2022,Moderna,138151831
European Union,2/1/2022,Novavax,120
European Union,2/1/2022,Oxford/AstraZeneca,67122618
European Union,2/1/2022,Pfizer/BioNTech,579080477
European Union,2/1/2022,Sinopharm/Beijing,2285236
European Union,2/1/2022,Sinovac,6387
European Union,2/1/2022,Sputnik V,1845102
European Union,2/1/2022,Valneva,0
European Union,2/2/2022,Covaxin,84
European Union,2/2/2022,Johnson&Johnson,18426161
European Union,2/2/2022,Moderna,138459391
European Union,2/2/2022,Novavax,120
European Union,2/2/2022,Oxford/AstraZeneca,67123117
European Union,2/2/2022,Pfizer/BioNTech,579825488
European Union,2/2/2022,Sinopharm/Beijing,2285236
European Union,2/2/2022,Sinovac,6387
European Union,2/2/2022,Sputnik V,1845102
European Union,2/2/2022,Valneva,0
European Union,2/3/2022,Covaxin,84
European Union,2/3/2022,Johnson&Johnson,18428588
European Union,2/3/2022,Moderna,138739491
European Union,2/3/2022,Novavax,120
European Union,2/3/2022,Oxford/AstraZeneca,67123226
European Union,2/3/2022,Pfizer/BioNTech,580505838
European Union,2/3/2022,Sinopharm/Beijing,2285236
European Union,2/3/2022,Sinovac,6387
European Union,2/3/2022,Sputnik V,1845102
European Union,2/3/2022,Valneva,0
European Union,2/4/2022,Covaxin,85
European Union,2/4/2022,Johnson&Johnson,18455783
European Union,2/4/2022,Moderna,140281545
European Union,2/4/2022,Novavax,120
European Union,2/4/2022,Oxford/AstraZeneca,67123967
European Union,2/4/2022,Pfizer/BioNTech,583624094
European Union,2/4/2022,Sinopharm/Beijing,2290117
European Union,2/4/2022,Sinovac,6394
European Union,2/4/2022,Sputnik V,1845102
European Union,2/4/2022,Valneva,0
European Union,2/5/2022,Covaxin,85
European Union,2/5/2022,Johnson&Johnson,18456987
European Union,2/5/2022,Moderna,140494487
European Union,2/5/2022,Novavax,120
European Union,2/5/2022,Oxford/AstraZeneca,67124045
European Union,2/5/2022,Pfizer/BioNTech,584162411
European Union,2/5/2022,Sinopharm/Beijing,2290117
European Union,2/5/2022,Sinovac,6394
European Union,2/5/2022,Sputnik V,1845102
European Union,2/5/2022,Valneva,0
European Union,2/6/2022,Covaxin,85
European Union,2/6/2022,Johnson&Johnson,18457502
European Union,2/6/2022,Moderna,140578133
European Union,2/6/2022,Novavax,120
European Union,2/6/2022,Oxford/AstraZeneca,67124075
European Union,2/6/2022,Pfizer/BioNTech,584375918
European Union,2/6/2022,Sinopharm/Beijing,2290117
European Union,2/6/2022,Sinovac,6394
European Union,2/6/2022,Sputnik V,1845102
European Union,2/6/2022,Valneva,0
European Union,2/7/2022,Covaxin,85
European Union,2/7/2022,Johnson&Johnson,18459121
European Union,2/7/2022,Moderna,140781375
European Union,2/7/2022,Novavax,120
European Union,2/7/2022,Oxford/AstraZeneca,67124172
European Union,2/7/2022,Pfizer/BioNTech,584866336
European Union,2/7/2022,Sinopharm/Beijing,2290117
European Union,2/7/2022,Sinovac,6394
European Union,2/7/2022,Sputnik V,1845102
European Union,2/7/2022,Valneva,0
European Union,2/8/2022,Covaxin,85
European Union,2/8/2022,Johnson&Johnson,18461336
European Union,2/8/2022,Moderna,140999693
European Union,2/8/2022,Novavax,120
European Union,2/8/2022,Oxford/AstraZeneca,67124570
European Union,2/8/2022,Pfizer/BioNTech,585446420
European Union,2/8/2022,Sinopharm/Beijing,2290117
European Union,2/8/2022,Sinovac,6394
European Union,2/8/2022,Sputnik V,1845102
European Union,2/8/2022,Valneva,0
European Union,2/9/2022,Covaxin,85
European Union,2/9/2022,Johnson&Johnson,18463404
European Union,2/9/2022,Moderna,141196310
European Union,2/9/2022,Novavax,120
European Union,2/9/2022,Oxford/AstraZeneca,67124588
European Union,2/9/2022,Pfizer/BioNTech,586049710
European Union,2/9/2022,Sinopharm/Beijing,2290117
European Union,2/9/2022,Sinovac,6394
European Union,2/9/2022,Sputnik V,1845102
European Union,2/9/2022,Valneva,0
European Union,2/10/2022,Covaxin,85
European Union,2/10/2022,Johnson&Johnson,18465532
European Union,2/10/2022,Moderna,141382611
European Union,2/10/2022,Novavax,120
European Union,2/10/2022,Oxford/AstraZeneca,67124593
European Union,2/10/2022,Pfizer/BioNTech,586606029
European Union,2/10/2022,Sinopharm/Beijing,2290117
European Union,2/10/2022,Sinovac,6394
European Union,2/10/2022,Sputnik V,1845102
European Union,2/10/2022,Valneva,0
European Union,2/11/2022,Covaxin,85
European Union,2/11/2022,Johnson&Johnson,18486251
European Union,2/11/2022,Moderna,142447737
European Union,2/11/2022,Novavax,120
European Union,2/11/2022,Oxford/AstraZeneca,67124983
European Union,2/11/2022,Pfizer/BioNTech,589272052
European Union,2/11/2022,Sinopharm/Beijing,2294459
European Union,2/11/2022,Sinovac,6404
European Union,2/11/2022,Sputnik V,1845102
European Union,2/11/2022,Valneva,0
European Union,2/12/2022,Covaxin,85
European Union,2/12/2022,Johnson&Johnson,18487060
European Union,2/12/2022,Moderna,142584129
European Union,2/12/2022,Novavax,120
European Union,2/12/2022,Oxford/AstraZeneca,67125000
European Union,2/12/2022,Pfizer/BioNTech,589685608
European Union,2/12/2022,Sinopharm/Beijing,2294459
European Union,2/12/2022,Sinovac,6404
European Union,2/12/2022,Sputnik V,1845102
European Union,2/12/2022,Valneva,0
European Union,2/13/2022,Covaxin,85
European Union,2/13/2022,Johnson&Johnson,18487501
European Union,2/13/2022,Moderna,142632134
European Union,2/13/2022,Novavax,120
European Union,2/13/2022,Oxford/AstraZeneca,67125006
European Union,2/13/2022,Pfizer/BioNTech,589835359
European Union,2/13/2022,Sinopharm/Beijing,2294459
European Union,2/13/2022,Sinovac,6404
European Union,2/13/2022,Sputnik V,1845102
European Union,2/13/2022,Valneva,0
European Union,2/14/2022,Covaxin,85
European Union,2/14/2022,Johnson&Johnson,18488665
European Union,2/14/2022,Moderna,142762340
European Union,2/14/2022,Novavax,120
European Union,2/14/2022,Oxford/AstraZeneca,67125036
European Union,2/14/2022,Pfizer/BioNTech,590221009
European Union,2/14/2022,Sinopharm/Beijing,2294460
European Union,2/14/2022,Sinovac,6404
European Union,2/14/2022,Sputnik V,1845102
European Union,2/14/2022,Valneva,0
European Union,2/15/2022,Covaxin,85
European Union,2/15/2022,Johnson&Johnson,18490291
European Union,2/15/2022,Moderna,142908224
European Union,2/15/2022,Novavax,120
European Union,2/15/2022,Oxford/AstraZeneca,67125444
European Union,2/15/2022,Pfizer/BioNTech,590691377
European Union,2/15/2022,Sinopharm/Beijing,2294460
European Union,2/15/2022,Sinovac,6404
European Union,2/15/2022,Sputnik V,1845102
European Union,2/15/2022,Valneva,0
European Union,2/16/2022,Covaxin,85
European Union,2/16/2022,Johnson&Johnson,18491723
European Union,2/16/2022,Moderna,143034482
European Union,2/16/2022,Novavax,120
European Union,2/16/2022,Oxford/AstraZeneca,67125464
European Union,2/16/2022,Pfizer/BioNTech,591155557
European Union,2/16/2022,Sinopharm/Beijing,2294460
European Union,2/16/2022,Sinovac,6404
European Union,2/16/2022,Sputnik V,1845102
European Union,2/16/2022,Valneva,0
European Union,2/17/2022,Covaxin,85
European Union,2/17/2022,Johnson&Johnson,18493082
European Union,2/17/2022,Moderna,143147171
European Union,2/17/2022,Novavax,120
European Union,2/17/2022,Oxford/AstraZeneca,67125482
European Union,2/17/2022,Pfizer/BioNTech,591558058
European Union,2/17/2022,Sinopharm/Beijing,2294460
European Union,2/17/2022,Sinovac,6404
European Union,2/17/2022,Sputnik V,1845102
European Union,2/17/2022,Valneva,0
European Union,2/18/2022,Covaxin,85
European Union,2/18/2022,Johnson&Johnson,18508716
European Union,2/18/2022,Moderna,143740929
European Union,2/18/2022,Novavax,120
European Union,2/18/2022,Oxford/AstraZeneca,67125872
European Union,2/18/2022,Pfizer/BioNTech,593495752
European Union,2/18/2022,Sinopharm/Beijing,2298007
European Union,2/18/2022,Sinovac,6410
European Union,2/18/2022,Sputnik V,1845102
European Union,2/18/2022,Valneva,0
European Union,2/19/2022,Covaxin,85
European Union,2/19/2022,Johnson&Johnson,18509269
European Union,2/19/2022,Moderna,143823801
European Union,2/19/2022,Novavax,120
European Union,2/19/2022,Oxford/AstraZeneca,67125875
European Union,2/19/2022,Pfizer/BioNTech,593766459
European Union,2/19/2022,Sinopharm/Beijing,2298007
European Union,2/19/2022,Sinovac,6410
European Union,2/19/2022,Sputnik V,1845102
European Union,2/19/2022,Valneva,0
European Union,2/20/2022,Covaxin,85
European Union,2/20/2022,Johnson&Johnson,18509517
European Union,2/20/2022,Moderna,143855867
European Union,2/20/2022,Novavax,120
European Union,2/20/2022,Oxford/AstraZeneca,67125887
European Union,2/20/2022,Pfizer/BioNTech,593863595
European Union,2/20/2022,Sinopharm/Beijing,2298007
European Union,2/20/2022,Sinovac,6410
European Union,2/20/2022,Sputnik V,1845102
European Union,2/20/2022,Valneva,0
European Union,2/21/2022,Covaxin,85
European Union,2/21/2022,Johnson&Johnson,18510547
European Union,2/21/2022,Moderna,143944594
European Union,2/21/2022,Novavax,120
European Union,2/21/2022,Oxford/AstraZeneca,67125930
European Union,2/21/2022,Pfizer/BioNTech,594139285
European Union,2/21/2022,Sinopharm/Beijing,2298007
European Union,2/21/2022,Sinovac,6410
European Union,2/21/2022,Sputnik V,1845102
European Union,2/21/2022,Valneva,0
European Union,2/22/2022,Covaxin,85
European Union,2/22/2022,Johnson&Johnson,18512066
European Union,2/22/2022,Moderna,144035375
European Union,2/22/2022,Novavax,120
European Union,2/22/2022,Oxford/AstraZeneca,67126385
European Union,2/22/2022,Pfizer/BioNTech,594477475
European Union,2/22/2022,Sinopharm/Beijing,2298007
European Union,2/22/2022,Sinovac,6410
European Union,2/22/2022,Sputnik V,1845102
European Union,2/22/2022,Valneva,0
European Union,2/23/2022,Covaxin,85
European Union,2/23/2022,Johnson&Johnson,18513262
European Union,2/23/2022,Moderna,144126045
European Union,2/23/2022,Novavax,120
European Union,2/23/2022,Oxford/AstraZeneca,67126810
European Union,2/23/2022,Pfizer/BioNTech,594828115
European Union,2/23/2022,Sinopharm/Beijing,2298007
European Union,2/23/2022,Sinovac,6410
European Union,2/23/2022,Sputnik V,1845102
European Union,2/23/2022,Valneva,0
European Union,2/24/2022,Covaxin,85
European Union,2/24/2022,Johnson&Johnson,18514532
European Union,2/24/2022,Moderna,144212391
European Union,2/24/2022,Novavax,120
European Union,2/24/2022,Oxford/AstraZeneca,67126892
European Union,2/24/2022,Pfizer/BioNTech,595153806
European Union,2/24/2022,Sinopharm/Beijing,2298007
European Union,2/24/2022,Sinovac,6410
European Union,2/24/2022,Sputnik V,1845102
European Union,2/24/2022,Valneva,0
European Union,2/25/2022,Covaxin,85
European Union,2/25/2022,Johnson&Johnson,18528982
European Union,2/25/2022,Moderna,144598999
European Union,2/25/2022,Novavax,138
European Union,2/25/2022,Oxford/AstraZeneca,67127332
European Union,2/25/2022,Pfizer/BioNTech,596604881
European Union,2/25/2022,Sinopharm/Beijing,2301775
European Union,2/25/2022,Sinovac,6417
European Union,2/25/2022,Sputnik V,1845102
European Union,2/25/2022,Valneva,0
European Union,2/26/2022,Covaxin,85
European Union,2/26/2022,Johnson&Johnson,18529483
European Union,2/26/2022,Moderna,144661954
European Union,2/26/2022,Novavax,692
European Union,2/26/2022,Oxford/AstraZeneca,67127345
European Union,2/26/2022,Pfizer/BioNTech,596813595
European Union,2/26/2022,Sinopharm/Beijing,2301775
European Union,2/26/2022,Sinovac,6417
European Union,2/26/2022,Sputnik V,1845102
European Union,2/26/2022,Valneva,0
European Union,2/27/2022,Covaxin,85
European Union,2/27/2022,Johnson&Johnson,18529697
European Union,2/27/2022,Moderna,144683931
European Union,2/27/2022,Novavax,1877
European Union,2/27/2022,Oxford/AstraZeneca,67127354
European Union,2/27/2022,Pfizer/BioNTech,596886051
European Union,2/27/2022,Sinopharm/Beijing,2301775
European Union,2/27/2022,Sinovac,6417
European Union,2/27/2022,Sputnik V,1845102
European Union,2/27/2022,Valneva,0
European Union,2/28/2022,Covaxin,85
European Union,2/28/2022,Johnson&Johnson,18530529
European Union,2/28/2022,Moderna,144757441
European Union,2/28/2022,Novavax,6623
European Union,2/28/2022,Oxford/AstraZeneca,67127357
European Union,2/28/2022,Pfizer/BioNTech,597093750
European Union,2/28/2022,Sinopharm/Beijing,2301775
European Union,2/28/2022,Sinovac,6417
European Union,2/28/2022,Sputnik V,1845102
European Union,2/28/2022,Valneva,0
European Union,3/1/2022,Covaxin,85
European Union,3/1/2022,Johnson&Johnson,18531432
European Union,3/1/2022,Moderna,144819821
European Union,3/1/2022,Novavax,13282
European Union,3/1/2022,Oxford/AstraZeneca,67127396
European Union,3/1/2022,Pfizer/BioNTech,597342188
European Union,3/1/2022,Sinopharm/Beijing,2301775
European Union,3/1/2022,Sinovac,6417
European Union,3/1/2022,Sputnik V,1845102
European Union,3/1/2022,Valneva,0
European Union,3/2/2022,Covaxin,85
European Union,3/2/2022,Johnson&Johnson,18532297
European Union,3/2/2022,Moderna,144879892
European Union,3/2/2022,Novavax,19171
European Union,3/2/2022,Oxford/AstraZeneca,67127456
European Union,3/2/2022,Pfizer/BioNTech,597596862
European Union,3/2/2022,Sinopharm/Beijing,2301775
European Union,3/2/2022,Sinovac,6417
European Union,3/2/2022,Sputnik V,1845102
European Union,3/2/2022,Valneva,0
European Union,3/3/2022,Covaxin,85
European Union,3/3/2022,Johnson&Johnson,18533380
European Union,3/3/2022,Moderna,144949673
European Union,3/3/2022,Novavax,25229
European Union,3/3/2022,Oxford/AstraZeneca,67127465
European Union,3/3/2022,Pfizer/BioNTech,597875214
European Union,3/3/2022,Sinopharm/Beijing,2301775
European Union,3/3/2022,Sinovac,6417
European Union,3/3/2022,Sputnik V,1845102
European Union,3/3/2022,Valneva,0
European Union,3/4/2022,Covaxin,85
European Union,3/4/2022,Johnson&Johnson,18542904
European Union,3/4/2022,Moderna,145253201
European Union,3/4/2022,Novavax,35195
European Union,3/4/2022,Oxford/AstraZeneca,67127638
European Union,3/4/2022,Pfizer/BioNTech,598937083
European Union,3/4/2022,Sinopharm/Beijing,2303921
European Union,3/4/2022,Sinovac,6423
European Union,3/4/2022,Sputnik V,1845102
European Union,3/4/2022,Valneva,0
European Union,3/5/2022,Covaxin,85
European Union,3/5/2022,Johnson&Johnson,18543302
European Union,3/5/2022,Moderna,145295433
European Union,3/5/2022,Novavax,41331
European Union,3/5/2022,Oxford/AstraZeneca,67127647
European Union,3/5/2022,Pfizer/BioNTech,599074597
European Union,3/5/2022,Sinopharm/Beijing,2303921
European Union,3/5/2022,Sinovac,6423
European Union,3/5/2022,Sputnik V,1845102
European Union,3/5/2022,Valneva,0
European Union,3/6/2022,Covaxin,85
European Union,3/6/2022,Johnson&Johnson,18543476
European Union,3/6/2022,Moderna,145307441
European Union,3/6/2022,Novavax,45221
European Union,3/6/2022,Oxford/AstraZeneca,67127651
European Union,3/6/2022,Pfizer/BioNTech,599117714
European Union,3/6/2022,Sinopharm/Beijing,2303921
European Union,3/6/2022,Sinovac,6423
European Union,3/6/2022,Sputnik V,1845102
European Union,3/6/2022,Valneva,0
European Union,3/7/2022,Covaxin,85
European Union,3/7/2022,Johnson&Johnson,18544335
European Union,3/7/2022,Moderna,145351179
European Union,3/7/2022,Novavax,50116
European Union,3/7/2022,Oxford/AstraZeneca,67127693
European Union,3/7/2022,Pfizer/BioNTech,599271448
European Union,3/7/2022,Sinopharm/Beijing,2303921
European Union,3/7/2022,Sinovac,6423
European Union,3/7/2022,Sputnik V,1845102
European Union,3/7/2022,Valneva,0
European Union,3/8/2022,Covaxin,85
European Union,3/8/2022,Johnson&Johnson,18545238
European Union,3/8/2022,Moderna,145404426
European Union,3/8/2022,Novavax,54547
European Union,3/8/2022,Oxford/AstraZeneca,67128158
European Union,3/8/2022,Pfizer/BioNTech,599487583
European Union,3/8/2022,Sinopharm/Beijing,2303921
European Union,3/8/2022,Sinovac,6423
European Union,3/8/2022,Sputnik V,1845102
European Union,3/8/2022,Valneva,0
European Union,3/9/2022,Covaxin,85
European Union,3/9/2022,Johnson&Johnson,18545891
European Union,3/9/2022,Moderna,145461242
European Union,3/9/2022,Novavax,58741
European Union,3/9/2022,Oxford/AstraZeneca,67128275
European Union,3/9/2022,Pfizer/BioNTech,599715534
European Union,3/9/2022,Sinopharm/Beijing,2303921
European Union,3/9/2022,Sinovac,6423
European Union,3/9/2022,Sputnik V,1845102
European Union,3/9/2022,Valneva,0
European Union,3/10/2022,Covaxin,85
European Union,3/10/2022,Johnson&Johnson,18546712
European Union,3/10/2022,Moderna,145522636
European Union,3/10/2022,Novavax,62037
European Union,3/10/2022,Oxford/AstraZeneca,67128288
European Union,3/10/2022,Pfizer/BioNTech,599950393
European Union,3/10/2022,Sinopharm/Beijing,2303921
European Union,3/10/2022,Sinovac,6423
European Union,3/10/2022,Sputnik V,1845102
European Union,3/10/2022,Valneva,0
European Union,3/11/2022,Covaxin,85
European Union,3/11/2022,Johnson&Johnson,18555270
European Union,3/11/2022,Moderna,145868572
European Union,3/11/2022,Novavax,68411
European Union,3/11/2022,Oxford/AstraZeneca,67128941
European Union,3/11/2022,Pfizer/BioNTech,600982117
European Union,3/11/2022,Sinopharm/Beijing,2305384
European Union,3/11/2022,Sinovac,6428
European Union,3/11/2022,Sputnik V,1845102
European Union,3/11/2022,Valneva,0
European Union,3/12/2022,Covaxin,85
European Union,3/12/2022,Johnson&Johnson,18555607
European Union,3/12/2022,Moderna,145903470
European Union,3/12/2022,Novavax,71571
European Union,3/12/2022,Oxford/AstraZeneca,67128948
European Union,3/12/2022,Pfizer/BioNTech,601104376
European Union,3/12/2022,Sinopharm/Beijing,2305384
European Union,3/12/2022,Sinovac,6428
European Union,3/12/2022,Sputnik V,1845102
European Union,3/12/2022,Valneva,0
European Union,3/13/2022,Covaxin,85
European Union,3/13/2022,Johnson&Johnson,18555734
European Union,3/13/2022,Moderna,145914837
European Union,3/13/2022,Novavax,72220
European Union,3/13/2022,Oxford/AstraZeneca,67128948
European Union,3/13/2022,Pfizer/BioNTech,601140048
European Union,3/13/2022,Sinopharm/Beijing,2305384
European Union,3/13/2022,Sinovac,6428
European Union,3/13/2022,Sputnik V,1845102
European Union,3/13/2022,Valneva,0
European Union,3/14/2022,Covaxin,85
European Union,3/14/2022,Johnson&Johnson,18556028
European Union,3/14/2022,Moderna,145954606
European Union,3/14/2022,Novavax,74142
European Union,3/14/2022,Oxford/AstraZeneca,67128954
European Union,3/14/2022,Pfizer/BioNTech,601283340
European Union,3/14/2022,Sinopharm/Beijing,2305384
European Union,3/14/2022,Sinovac,6428
European Union,3/14/2022,Sputnik V,1845102
European Union,3/14/2022,Valneva,0
European Union,3/15/2022,Covaxin,85
European Union,3/15/2022,Johnson&Johnson,18556467
European Union,3/15/2022,Moderna,146007484
European Union,3/15/2022,Novavax,76129
European Union,3/15/2022,Oxford/AstraZeneca,67129329
European Union,3/15/2022,Pfizer/BioNTech,601502806
European Union,3/15/2022,Sinopharm/Beijing,2305384
European Union,3/15/2022,Sinovac,6428
European Union,3/15/2022,Sputnik V,1845102
European Union,3/15/2022,Valneva,0
European Union,3/16/2022,Covaxin,85
European Union,3/16/2022,Johnson&Johnson,18556840
European Union,3/16/2022,Moderna,146062544
European Union,3/16/2022,Novavax,78273
European Union,3/16/2022,Oxford/AstraZeneca,67129338
European Union,3/16/2022,Pfizer/BioNTech,601734418
European Union,3/16/2022,Sinopharm/Beijing,2305384
European Union,3/16/2022,Sinovac,6428
European Union,3/16/2022,Sputnik V,1845102
European Union,3/16/2022,Valneva,0
European Union,3/17/2022,Covaxin,85
European Union,3/17/2022,Johnson&Johnson,18557211
European Union,3/17/2022,Moderna,146118597
European Union,3/17/2022,Novavax,79962
European Union,3/17/2022,Oxford/AstraZeneca,67129367
European Union,3/17/2022,Pfizer/BioNTech,601966000
European Union,3/17/2022,Sinopharm/Beijing,2305384
European Union,3/17/2022,Sinovac,6428
European Union,3/17/2022,Sputnik V,1845102
European Union,3/17/2022,Valneva,0
European Union,3/18/2022,Covaxin,85
European Union,3/18/2022,Johnson&Johnson,18564343
European Union,3/18/2022,Moderna,146539781
European Union,3/18/2022,Novavax,84778
European Union,3/18/2022,Oxford/AstraZeneca,67129508
European Union,3/18/2022,Pfizer/BioNTech,602871152
European Union,3/18/2022,Sinopharm/Beijing,2306279
European Union,3/18/2022,Sinovac,6433
European Union,3/18/2022,Sputnik V,1845102
European Union,3/18/2022,Valneva,0
European Union,3/19/2022,Covaxin,85
European Union,3/19/2022,Johnson&Johnson,18564472
European Union,3/19/2022,Moderna,146568007
European Union,3/19/2022,Novavax,86939
European Union,3/19/2022,Oxford/AstraZeneca,67129513
European Union,3/19/2022,Pfizer/BioNTech,602980703
European Union,3/19/2022,Sinopharm/Beijing,2306279
European Union,3/19/2022,Sinovac,6433
European Union,3/19/2022,Sputnik V,1845102
European Union,3/19/2022,Valneva,0
European Union,3/20/2022,Covaxin,85
European Union,3/20/2022,Johnson&Johnson,18564584
European Union,3/20/2022,Moderna,146575655
European Union,3/20/2022,Novavax,87765
European Union,3/20/2022,Oxford/AstraZeneca,67129514
European Union,3/20/2022,Pfizer/BioNTech,603009936
European Union,3/20/2022,Sinopharm/Beijing,2306279
European Union,3/20/2022,Sinovac,6433
European Union,3/20/2022,Sputnik V,1845102
European Union,3/20/2022,Valneva,0
European Union,3/21/2022,Covaxin,85
European Union,3/21/2022,Johnson&Johnson,18564844
European Union,3/21/2022,Moderna,146611045
European Union,3/21/2022,Novavax,91014
European Union,3/21/2022,Oxford/AstraZeneca,67129523
European Union,3/21/2022,Pfizer/BioNTech,603154982
European Union,3/21/2022,Sinopharm/Beijing,2306279
European Union,3/21/2022,Sinovac,6433
European Union,3/21/2022,Sputnik V,1845102
European Union,3/21/2022,Valneva,0
European Union,3/22/2022,Covaxin,85
European Union,3/22/2022,Johnson&Johnson,18565319
European Union,3/22/2022,Moderna,146656921
European Union,3/22/2022,Novavax,96175
European Union,3/22/2022,Oxford/AstraZeneca,67129903
European Union,3/22/2022,Pfizer/BioNTech,603365921
European Union,3/22/2022,Sinopharm/Beijing,2306279
European Union,3/22/2022,Sinovac,6433
European Union,3/22/2022,Sputnik V,1845102
European Union,3/22/2022,Valneva,0
European Union,3/23/2022,Covaxin,85
European Union,3/23/2022,Johnson&Johnson,18565650
European Union,3/23/2022,Moderna,146704212
European Union,3/23/2022,Novavax,101689
European Union,3/23/2022,Oxford/AstraZeneca,67129911
European Union,3/23/2022,Pfizer/BioNTech,603592140
European Union,3/23/2022,Sinopharm/Beijing,2306279
European Union,3/23/2022,Sinovac,6433
European Union,3/23/2022,Sputnik V,1845102
European Union,3/23/2022,Valneva,0
European Union,3/24/2022,Covaxin,85
European Union,3/24/2022,Johnson&Johnson,18566098
European Union,3/24/2022,Moderna,146752095
European Union,3/24/2022,Novavax,106834
European Union,3/24/2022,Oxford/AstraZeneca,67129913
European Union,3/24/2022,Pfizer/BioNTech,603813637
European Union,3/24/2022,Sinopharm/Beijing,2306279
European Union,3/24/2022,Sinovac,6433
European Union,3/24/2022,Sputnik V,1845102
