location,date,vaccine,total_vaccinations
Argentina,6/27/2021,Sinopharm/Beijing,4146110
Argentina,6/27/2021,Sputnik V,9132448
Argentina,6/28/2021,Oxford/AstraZeneca,7620975
Argentina,6/28/2021,Sinopharm/Beijing,4325572
Argentina,6/28/2021,Sputnik V,9160287
Argentina,6/29/2021,Oxford/AstraZeneca,7798549
Argentina,6/29/2021,Sinopharm/Beijing,4498431
Argentina,6/29/2021,Sputnik V,9184337
Argentina,6/30/2021,Oxford/AstraZeneca,8005996
Argentina,6/30/2021,Pfizer/BioNTech,39
Argentina,6/30/2021,Sinopharm/Beijing,4649098
Argentina,6/30/2021,Sputnik V,9202019
Argentina,7/1/2021,Oxford/AstraZeneca,8319503
Argentina,7/1/2021,Sinopharm/Beijing,4752073
Argentina,7/1/2021,Sputnik V,9217800
Argentina,7/2/2021,CanSino,9
Argentina,7/2/2021,Oxford/AstraZeneca,8587006
Argentina,7/2/2021,Sinopharm/Beijing,4865020
Argentina,7/2/2021,Sputnik V,9253022
Argentina,7/3/2021,Oxford/AstraZeneca,8750861
Argentina,7/3/2021,Pfizer/BioNTech,41
Argentina,7/3/2021,Sinopharm/Beijing,4938206
Argentina,7/3/2021,Sputnik V,9352616
Argentina,7/4/2021,Oxford/AstraZeneca,8866814
Argentina,7/4/2021,Sinopharm/Beijing,4995400
Argentina,7/4/2021,Sputnik V,9376004
Argentina,7/5/2021,Oxford/AstraZeneca,9126970
Argentina,7/5/2021,Sinopharm/Beijing,5055512
Argentina,7/5/2021,Sputnik V,9465669
Argentina,7/6/2021,Oxford/AstraZeneca,9363689
Argentina,7/6/2021,Pfizer/BioNTech,42
Argentina,7/6/2021,Sinopharm/Beijing,5117310
Argentina,7/6/2021,Sputnik V,9584030
Argentina,7/7/2021,Oxford/AstraZeneca,9590391
Argentina,7/7/2021,Sinopharm/Beijing,5164267
Argentina,7/7/2021,Sputnik V,9714595
Argentina,7/8/2021,Moderna,65
Argentina,7/8/2021,Oxford/AstraZeneca,9722921
Argentina,7/8/2021,Sinopharm/Beijing,5272711
Argentina,7/8/2021,Sputnik V,9884193
Argentina,7/9/2021,Moderna,67
Argentina,7/9/2021,Oxford/AstraZeneca,9786137
Argentina,7/9/2021,Sinopharm/Beijing,5384752
Argentina,7/9/2021,Sputnik V,10066571
Argentina,7/10/2021,Moderna,71
Argentina,7/10/2021,Oxford/AstraZeneca,9857991
Argentina,7/10/2021,Sinopharm/Beijing,5544334
Argentina,7/10/2021,Sputnik V,10167072
Argentina,7/11/2021,Moderna,73
Argentina,7/11/2021,Oxford/AstraZeneca,9909551
Argentina,7/11/2021,Sinopharm/Beijing,5609193
Argentina,7/11/2021,Sputnik V,10216198
Argentina,7/12/2021,Oxford/AstraZeneca,9997258
Argentina,7/12/2021,Sinopharm/Beijing,5786909
Argentina,7/12/2021,Sputnik V,10337971
Argentina,7/13/2021,Oxford/AstraZeneca,10077133
Argentina,7/13/2021,Pfizer/BioNTech,43
Argentina,7/13/2021,Sinopharm/Beijing,5957970
Argentina,7/13/2021,Sputnik V,10480687
Argentina,7/14/2021,Oxford/AstraZeneca,10146123
Argentina,7/14/2021,Pfizer/BioNTech,44
Argentina,7/14/2021,Sinopharm/Beijing,6158447
Argentina,7/14/2021,Sputnik V,10609637
Argentina,7/15/2021,Oxford/AstraZeneca,10208225
Argentina,7/15/2021,Pfizer/BioNTech,45
Argentina,7/15/2021,Sinopharm/Beijing,6373239
Argentina,7/15/2021,Sputnik V,10732788
Argentina,7/16/2021,Oxford/AstraZeneca,10261094
Argentina,7/16/2021,Sinopharm/Beijing,6633236
Argentina,7/16/2021,Sputnik V,10876346
Argentina,7/17/2021,Oxford/AstraZeneca,10301474
Argentina,7/17/2021,Sinopharm/Beijing,6807625
Argentina,7/17/2021,Sputnik V,10984206
Argentina,7/18/2021,Oxford/AstraZeneca,10343687
Argentina,7/18/2021,Sinopharm/Beijing,6895316
Argentina,7/18/2021,Sputnik V,11022547
Argentina,7/19/2021,Moderna,74
Argentina,7/19/2021,Oxford/AstraZeneca,10424964
Argentina,7/19/2021,Sinopharm/Beijing,7161482
Argentina,7/19/2021,Sputnik V,11093901
Argentina,7/20/2021,CanSino,11
Argentina,7/20/2021,Moderna,86
Argentina,7/20/2021,Oxford/AstraZeneca,10493963
Argentina,7/20/2021,Sinopharm/Beijing,7354480
Argentina,7/20/2021,Sputnik V,11280596
Argentina,7/21/2021,Moderna,93
Argentina,7/21/2021,Oxford/AstraZeneca,10560614
Argentina,7/21/2021,Sinopharm/Beijing,7618799
Argentina,7/21/2021,Sputnik V,11369678
Argentina,7/22/2021,Moderna,95
Argentina,7/22/2021,Oxford/AstraZeneca,10622287
Argentina,7/22/2021,Sinopharm/Beijing,7902735
Argentina,7/22/2021,Sputnik V,11412060
Argentina,7/23/2021,Moderna,98
Argentina,7/23/2021,Oxford/AstraZeneca,10697099
Argentina,7/23/2021,Sinopharm/Beijing,8209725
Argentina,7/23/2021,Sputnik V,11439006
Argentina,7/24/2021,Moderna,100
Argentina,7/24/2021,Oxford/AstraZeneca,10758037
Argentina,7/24/2021,Sinopharm/Beijing,8369280
Argentina,7/24/2021,Sputnik V,11456181
Argentina,7/25/2021,Moderna,117
Argentina,7/25/2021,Oxford/AstraZeneca,10769660
Argentina,7/25/2021,Sinopharm/Beijing,8482783
Argentina,7/25/2021,Sputnik V,11464938
Argentina,7/26/2021,Moderna,121
Argentina,7/26/2021,Oxford/AstraZeneca,10873255
Argentina,7/26/2021,Sinopharm/Beijing,8760069
Argentina,7/26/2021,Sputnik V,11491806
Argentina,7/27/2021,Moderna,148
Argentina,7/27/2021,Oxford/AstraZeneca,11043887
Argentina,7/27/2021,Sinopharm/Beijing,9002362
Argentina,7/27/2021,Sputnik V,11507174
Argentina,7/28/2021,Moderna,180
Argentina,7/28/2021,Oxford/AstraZeneca,11203244
Argentina,7/28/2021,Sinopharm/Beijing,9287515
Argentina,7/28/2021,Sputnik V,11522788
Argentina,7/29/2021,Moderna,195
Argentina,7/29/2021,Oxford/AstraZeneca,11322095
Argentina,7/29/2021,Sinopharm/Beijing,9577567
Argentina,7/29/2021,Sputnik V,11538988
Argentina,7/30/2021,Moderna,330
Argentina,7/30/2021,Oxford/AstraZeneca,11433814
Argentina,7/30/2021,Sinopharm/Beijing,9878710
Argentina,7/30/2021,Sputnik V,11553153
Argentina,7/31/2021,Moderna,2012
Argentina,7/31/2021,Oxford/AstraZeneca,11495436
Argentina,7/31/2021,Sinopharm/Beijing,10082741
Argentina,7/31/2021,Sputnik V,11560637
Argentina,8/1/2021,Moderna,2289
Argentina,8/1/2021,Oxford/AstraZeneca,11524859
Argentina,8/1/2021,Pfizer/BioNTech,46
Argentina,8/1/2021,Sinopharm/Beijing,10214049
Argentina,8/1/2021,Sputnik V,11567052
Argentina,8/2/2021,Moderna,5989
Argentina,8/2/2021,Oxford/AstraZeneca,11612961
Argentina,8/2/2021,Pfizer/BioNTech,47
Argentina,8/2/2021,Sinopharm/Beijing,10527318
Argentina,8/2/2021,Sputnik V,11579270
Argentina,8/3/2021,Moderna,55676
Argentina,8/3/2021,Oxford/AstraZeneca,11746797
Argentina,8/3/2021,Sinopharm/Beijing,10739930
Argentina,8/3/2021,Sputnik V,11591337
Argentina,8/4/2021,CanSino,13
Argentina,8/4/2021,Moderna,77231
Argentina,8/4/2021,Oxford/AstraZeneca,11889489
Argentina,8/4/2021,Sinopharm/Beijing,10980815
Argentina,8/4/2021,Sputnik V,11603796
Argentina,8/5/2021,Moderna,95929
Argentina,8/5/2021,Oxford/AstraZeneca,12057974
Argentina,8/5/2021,Sinopharm/Beijing,11209901
Argentina,8/5/2021,Sputnik V,11618068
Argentina,8/6/2021,CanSino,14
Argentina,8/6/2021,Moderna,117116
Argentina,8/6/2021,Oxford/AstraZeneca,12213008
Argentina,8/6/2021,Pfizer/BioNTech,48
Argentina,8/6/2021,Sinopharm/Beijing,11440266
Argentina,8/6/2021,Sputnik V,11625601
Argentina,8/7/2021,Moderna,158868
Argentina,8/7/2021,Oxford/AstraZeneca,12294952
Argentina,8/7/2021,Pfizer/BioNTech,49
Argentina,8/7/2021,Sinopharm/Beijing,11589157
Argentina,8/7/2021,Sputnik V,11631249
Argentina,8/8/2021,Moderna,197912
Argentina,8/8/2021,Oxford/AstraZeneca,12317371
Argentina,8/8/2021,Pfizer/BioNTech,50
Argentina,8/8/2021,Sinopharm/Beijing,11686137
Argentina,8/8/2021,Sputnik V,11634550
Argentina,8/9/2021,Moderna,368792
Argentina,8/9/2021,Oxford/AstraZeneca,12433167
Argentina,8/9/2021,Pfizer/BioNTech,51
Argentina,8/9/2021,Sinopharm/Beijing,11780170
Argentina,8/9/2021,Sputnik V,11644959
Argentina,8/10/2021,Moderna,533327
Argentina,8/10/2021,Oxford/AstraZeneca,12542379
Argentina,8/10/2021,Sinopharm/Beijing,11868186
Argentina,8/10/2021,Sputnik V,11653733
Argentina,8/11/2021,Moderna,714086
Argentina,8/11/2021,Oxford/AstraZeneca,12682874
Argentina,8/11/2021,Pfizer/BioNTech,52
Argentina,8/11/2021,Sinopharm/Beijing,11950172
Argentina,8/11/2021,Sputnik V,11663287
Argentina,8/12/2021,CanSino,15
Argentina,8/12/2021,Moderna,851535
Argentina,8/12/2021,Oxford/AstraZeneca,12820129
Argentina,8/12/2021,Pfizer/BioNTech,54
Argentina,8/12/2021,Sinopharm/Beijing,12043132
Argentina,8/12/2021,Sputnik V,11688210
Argentina,8/13/2021,Moderna,957496
Argentina,8/13/2021,Oxford/AstraZeneca,12941819
Argentina,8/13/2021,Sinopharm/Beijing,12138943
Argentina,8/13/2021,Sputnik V,11781643
Argentina,8/14/2021,Moderna,1033926
Argentina,8/14/2021,Oxford/AstraZeneca,13030936
Argentina,8/14/2021,Sinopharm/Beijing,12174094
Argentina,8/14/2021,Sputnik V,11837589
Argentina,8/15/2021,Moderna,1072683
Argentina,8/15/2021,Oxford/AstraZeneca,13118643
Argentina,8/15/2021,Sinopharm/Beijing,12188641
Argentina,8/15/2021,Sputnik V,11859280
Argentina,8/16/2021,Moderna,1148125
Argentina,8/16/2021,Oxford/AstraZeneca,13147343
Argentina,8/16/2021,Sinopharm/Beijing,12206252
Argentina,8/16/2021,Sputnik V,11928608
Argentina,8/17/2021,Moderna,1309111
Argentina,8/17/2021,Oxford/AstraZeneca,13214197
Argentina,8/17/2021,Pfizer/BioNTech,55
Argentina,8/17/2021,Sinopharm/Beijing,12278712
Argentina,8/17/2021,Sputnik V,12068157
Argentina,8/18/2021,Moderna,1468388
Argentina,8/18/2021,Oxford/AstraZeneca,13288303
Argentina,8/18/2021,Sinopharm/Beijing,12356921
Argentina,8/18/2021,Sputnik V,12191931
Argentina,8/19/2021,Moderna,1576456
Argentina,8/19/2021,Oxford/AstraZeneca,13401190
Argentina,8/19/2021,Sinopharm/Beijing,12421485
Argentina,8/19/2021,Sputnik V,12332564
Argentina,8/20/2021,Moderna,1654826
Argentina,8/20/2021,Oxford/AstraZeneca,13552112
Argentina,8/20/2021,Pfizer/BioNTech,56
Argentina,8/20/2021,Sinopharm/Beijing,12484539
Argentina,8/20/2021,Sputnik V,12476879
Argentina,8/21/2021,Moderna,1677886
Argentina,8/21/2021,Oxford/AstraZeneca,13677848
Argentina,8/21/2021,Sinopharm/Beijing,12518862
Argentina,8/21/2021,Sputnik V,12551064
Argentina,8/22/2021,Moderna,1689752
Argentina,8/22/2021,Oxford/AstraZeneca,13764963
Argentina,8/22/2021,Pfizer/BioNTech,57
Argentina,8/22/2021,Sinopharm/Beijing,12559514
Argentina,8/22/2021,Sputnik V,12581508
Argentina,8/23/2021,Moderna,1730946
Argentina,8/23/2021,Oxford/AstraZeneca,13895897
Argentina,8/23/2021,Sinopharm/Beijing,12701718
Argentina,8/23/2021,Sputnik V,12675927
Argentina,8/24/2021,Moderna,1768417
Argentina,8/24/2021,Oxford/AstraZeneca,14043909
Argentina,8/24/2021,Sinopharm/Beijing,12890118
Argentina,8/24/2021,Sputnik V,12751152
Argentina,8/25/2021,Moderna,1798255
Argentina,8/25/2021,Oxford/AstraZeneca,14206722
Argentina,8/25/2021,Pfizer/BioNTech,58
Argentina,8/25/2021,Sinopharm/Beijing,13067983
Argentina,8/25/2021,Sputnik V,12807326
Argentina,8/26/2021,Moderna,1868810
Argentina,8/26/2021,Oxford/AstraZeneca,14356769
Argentina,8/26/2021,Pfizer/BioNTech,59
Argentina,8/26/2021,Sinopharm/Beijing,13236770
Argentina,8/26/2021,Sputnik V,12860790
Argentina,8/27/2021,Moderna,1927492
Argentina,8/27/2021,Oxford/AstraZeneca,14502874
Argentina,8/27/2021,Sinopharm/Beijing,13455388
Argentina,8/27/2021,Sputnik V,12905270
Argentina,8/28/2021,Moderna,1964843
Argentina,8/28/2021,Oxford/AstraZeneca,14556573
Argentina,8/28/2021,Sinopharm/Beijing,13586506
Argentina,8/28/2021,Sputnik V,12926859
Argentina,8/29/2021,Moderna,1984837
Argentina,8/29/2021,Oxford/AstraZeneca,14590105
Argentina,8/29/2021,Sinopharm/Beijing,13669410
Argentina,8/29/2021,Sputnik V,12959325
Argentina,8/30/2021,Moderna,2034101
Argentina,8/30/2021,Oxford/AstraZeneca,14712784
Argentina,8/30/2021,Pfizer/BioNTech,60
Argentina,8/30/2021,Sinopharm/Beijing,13829526
Argentina,8/30/2021,Sputnik V,13045366
Argentina,8/31/2021,Moderna,2100710
Argentina,8/31/2021,Oxford/AstraZeneca,14833993
Argentina,8/31/2021,Sinopharm/Beijing,13966903
Argentina,8/31/2021,Sputnik V,13181090
Argentina,9/1/2021,Moderna,2173731
Argentina,9/1/2021,Oxford/AstraZeneca,14944826
Argentina,9/1/2021,Sinopharm/Beijing,14118762
Argentina,9/1/2021,Sputnik V,13301513
Argentina,9/2/2021,Moderna,2237179
Argentina,9/2/2021,Oxford/AstraZeneca,15025512
Argentina,9/2/2021,Sinopharm/Beijing,14316271
Argentina,9/2/2021,Sputnik V,13408265
Argentina,9/3/2021,Moderna,2299458
Argentina,9/3/2021,Oxford/AstraZeneca,15106752
Argentina,9/3/2021,Sinopharm/Beijing,14514407
Argentina,9/3/2021,Sputnik V,13501577
Argentina,9/4/2021,Moderna,2335932
Argentina,9/4/2021,Oxford/AstraZeneca,15165658
Argentina,9/4/2021,Sinopharm/Beijing,14646989
Argentina,9/4/2021,Sputnik V,13569843
Argentina,9/5/2021,Moderna,2353384
Argentina,9/5/2021,Oxford/AstraZeneca,15226869
Argentina,9/5/2021,Sinopharm/Beijing,14723470
Argentina,9/5/2021,Sputnik V,13611616
Argentina,9/6/2021,Moderna,2406368
Argentina,9/6/2021,Oxford/AstraZeneca,15390121
Argentina,9/6/2021,Sinopharm/Beijing,14869541
Argentina,9/6/2021,Sputnik V,13691241
Argentina,9/7/2021,CanSino,62
Argentina,9/7/2021,Moderna,2456937
Argentina,9/7/2021,Oxford/AstraZeneca,15574718
Argentina,9/7/2021,Sinopharm/Beijing,15014608
Argentina,9/7/2021,Sputnik V,13774981
Argentina,9/8/2021,CanSino,101
Argentina,9/8/2021,Moderna,2496803
Argentina,9/8/2021,Oxford/AstraZeneca,15715934
Argentina,9/8/2021,Pfizer/BioNTech,61
Argentina,9/8/2021,Sinopharm/Beijing,15132219
Argentina,9/8/2021,Sputnik V,13850276
Argentina,9/9/2021,CanSino,108
Argentina,9/9/2021,Moderna,2530845
Argentina,9/9/2021,Oxford/AstraZeneca,15854079
Argentina,9/9/2021,Pfizer/BioNTech,62
Argentina,9/9/2021,Sinopharm/Beijing,15265514
Argentina,9/9/2021,Sputnik V,13942870
Argentina,9/10/2021,CanSino,112
Argentina,9/10/2021,Moderna,2565334
Argentina,9/10/2021,Oxford/AstraZeneca,15945317
Argentina,9/10/2021,Sinopharm/Beijing,15409650
Argentina,9/10/2021,Sputnik V,14015921
Argentina,9/11/2021,CanSino,387
Argentina,9/11/2021,Moderna,2577406
Argentina,9/11/2021,Oxford/AstraZeneca,16066924
Argentina,9/11/2021,Pfizer/BioNTech,63
Argentina,9/11/2021,Sinopharm/Beijing,15444650
Argentina,9/11/2021,Sputnik V,14045818
Argentina,9/12/2021,CanSino,760
Argentina,9/12/2021,Moderna,2578309
Argentina,9/12/2021,Oxford/AstraZeneca,16071167
Argentina,9/12/2021,Pfizer/BioNTech,65
Argentina,9/12/2021,Sinopharm/Beijing,15448021
Argentina,9/12/2021,Sputnik V,14046720
Argentina,9/13/2021,CanSino,14901
Argentina,9/13/2021,Moderna,2602937
Argentina,9/13/2021,Oxford/AstraZeneca,16238043
Argentina,9/13/2021,Pfizer/BioNTech,66
Argentina,9/13/2021,Sinopharm/Beijing,15506979
Argentina,9/13/2021,Sputnik V,14084980
Argentina,9/14/2021,CanSino,16100
Argentina,9/14/2021,Moderna,2650380
Argentina,9/14/2021,Oxford/AstraZeneca,16363882
Argentina,9/14/2021,Pfizer/BioNTech,179
Argentina,9/14/2021,Sinopharm/Beijing,15567475
Argentina,9/14/2021,Sputnik V,14129692
Argentina,9/15/2021,CanSino,17229
Argentina,9/15/2021,Moderna,2689586
Argentina,9/15/2021,Oxford/AstraZeneca,16410269
Argentina,9/15/2021,Pfizer/BioNTech,242
Argentina,9/15/2021,Sinopharm/Beijing,15621752
Argentina,9/15/2021,Sputnik V,14319124
Argentina,9/16/2021,CanSino,18554
Argentina,9/16/2021,Moderna,2719711
Argentina,9/16/2021,Oxford/AstraZeneca,16590299
Argentina,9/16/2021,Pfizer/BioNTech,4911
Argentina,9/16/2021,Sinopharm/Beijing,15671364
Argentina,9/16/2021,Sputnik V,14414848
Argentina,9/17/2021,CanSino,27137
Argentina,9/17/2021,Moderna,2740586
Argentina,9/17/2021,Oxford/AstraZeneca,16703631
Argentina,9/17/2021,Pfizer/BioNTech,10066
Argentina,9/17/2021,Sinopharm/Beijing,15764004
Argentina,9/17/2021,Sputnik V,14537655
Argentina,9/18/2021,CanSino,27609
Argentina,9/18/2021,Moderna,2754564
Argentina,9/18/2021,Oxford/AstraZeneca,16730809
Argentina,9/18/2021,Pfizer/BioNTech,18442
Argentina,9/18/2021,Sinopharm/Beijing,15808660
Argentina,9/18/2021,Sputnik V,14664389
Argentina,9/19/2021,CanSino,27653
Argentina,9/19/2021,Moderna,2773357
Argentina,9/19/2021,Oxford/AstraZeneca,16800823
Argentina,9/19/2021,Pfizer/BioNTech,19439
Argentina,9/19/2021,Sinopharm/Beijing,15840365
Argentina,9/19/2021,Sputnik V,14680581
Argentina,9/20/2021,CanSino,30148
Argentina,9/20/2021,Moderna,2793254
Argentina,9/20/2021,Oxford/AstraZeneca,16851635
Argentina,9/20/2021,Pfizer/BioNTech,21847
Argentina,9/20/2021,Sinopharm/Beijing,15894510
Argentina,9/20/2021,Sputnik V,14896955
Argentina,9/21/2021,CanSino,32645
Argentina,9/21/2021,Moderna,2803922
Argentina,9/21/2021,Oxford/AstraZeneca,16887837
Argentina,9/21/2021,Pfizer/BioNTech,23130
Argentina,9/21/2021,Sinopharm/Beijing,15964242
Argentina,9/21/2021,Sputnik V,15086205
Argentina,9/22/2021,CanSino,35932
Argentina,9/22/2021,Moderna,2832633
Argentina,9/22/2021,Oxford/AstraZeneca,17044965
Argentina,9/22/2021,Pfizer/BioNTech,26292
Argentina,9/22/2021,Sinopharm/Beijing,16045000
Argentina,9/22/2021,Sputnik V,15141924
Argentina,9/23/2021,CanSino,39807
Argentina,9/23/2021,Moderna,2912378
Argentina,9/23/2021,Oxford/AstraZeneca,17081657
Argentina,9/23/2021,Pfizer/BioNTech,103817
Argentina,9/23/2021,Sinopharm/Beijing,16117511
Argentina,9/23/2021,Sputnik V,15183479
Argentina,9/24/2021,CanSino,44096
Argentina,9/24/2021,Moderna,2932770
Argentina,9/24/2021,Oxford/AstraZeneca,17206522
Argentina,9/24/2021,Pfizer/BioNTech,128871
Argentina,9/24/2021,Sinopharm/Beijing,16171295
Argentina,9/24/2021,Sputnik V,15216522
Argentina,9/25/2021,CanSino,46615
Argentina,9/25/2021,Moderna,2940370
Argentina,9/25/2021,Oxford/AstraZeneca,17230368
Argentina,9/25/2021,Pfizer/BioNTech,135371
Argentina,9/25/2021,Sinopharm/Beijing,16238803
Argentina,9/25/2021,Sputnik V,15236837
Argentina,9/26/2021,CanSino,47235
Argentina,9/26/2021,Moderna,2945279
Argentina,9/26/2021,Oxford/AstraZeneca,17270781
Argentina,9/26/2021,Pfizer/BioNTech,136699
Argentina,9/26/2021,Sinopharm/Beijing,16273215
Argentina,9/26/2021,Sputnik V,15243209
Argentina,9/27/2021,CanSino,52868
Argentina,9/27/2021,Moderna,2968647
Argentina,9/27/2021,Oxford/AstraZeneca,17375262
Argentina,9/27/2021,Pfizer/BioNTech,144069
Argentina,9/27/2021,Sinopharm/Beijing,16376934
Argentina,9/27/2021,Sputnik V,15281296
Argentina,9/28/2021,CanSino,58181
Argentina,9/28/2021,Moderna,2992536
Argentina,9/28/2021,Oxford/AstraZeneca,17476158
Argentina,9/28/2021,Pfizer/BioNTech,151296
Argentina,9/28/2021,Sinopharm/Beijing,16478977
Argentina,9/28/2021,Sputnik V,15343013
Argentina,9/29/2021,CanSino,62099
Argentina,9/29/2021,Moderna,3014141
Argentina,9/29/2021,Oxford/AstraZeneca,17547361
Argentina,9/29/2021,Pfizer/BioNTech,160983
Argentina,9/29/2021,Sinopharm/Beijing,16563355
Argentina,9/29/2021,Sputnik V,15407875
Argentina,9/30/2021,CanSino,65343
Argentina,9/30/2021,Moderna,3031911
Argentina,9/30/2021,Oxford/AstraZeneca,17627553
Argentina,9/30/2021,Pfizer/BioNTech,187463
Argentina,9/30/2021,Sinopharm/Beijing,16644460
Argentina,9/30/2021,Sputnik V,15535819
Argentina,10/1/2021,CanSino,69120
Argentina,10/1/2021,Moderna,3049119
Argentina,10/1/2021,Oxford/AstraZeneca,17769484
Argentina,10/1/2021,Pfizer/BioNTech,209470
Argentina,10/1/2021,Sinopharm/Beijing,16692246
Argentina,10/1/2021,Sputnik V,15607478
Argentina,10/2/2021,CanSino,70278
Argentina,10/2/2021,Moderna,3054533
Argentina,10/2/2021,Oxford/AstraZeneca,17870820
Argentina,10/2/2021,Pfizer/BioNTech,217951
Argentina,10/2/2021,Sinopharm/Beijing,16712617
Argentina,10/2/2021,Sputnik V,15649831
Argentina,10/3/2021,CanSino,70445
Argentina,10/3/2021,Moderna,3057989
Argentina,10/3/2021,Oxford/AstraZeneca,17937196
Argentina,10/3/2021,Pfizer/BioNTech,224109
Argentina,10/3/2021,Sinopharm/Beijing,16719891
Argentina,10/3/2021,Sputnik V,15674958
Argentina,10/4/2021,CanSino,73215
Argentina,10/4/2021,Moderna,3071580
Argentina,10/4/2021,Oxford/AstraZeneca,17996318
Argentina,10/4/2021,Pfizer/BioNTech,240146
Argentina,10/4/2021,Sinopharm/Beijing,16803171
Argentina,10/4/2021,Sputnik V,15730322
Argentina,10/5/2021,CanSino,76856
Argentina,10/5/2021,Moderna,3087835
Argentina,10/5/2021,Oxford/AstraZeneca,18060478
Argentina,10/5/2021,Pfizer/BioNTech,303816
Argentina,10/5/2021,Sinopharm/Beijing,16842535
Argentina,10/5/2021,Sputnik V,15810045
Argentina,10/6/2021,CanSino,80783
Argentina,10/6/2021,Moderna,3099435
Argentina,10/6/2021,Oxford/AstraZeneca,18144853
Argentina,10/6/2021,Pfizer/BioNTech,328051
Argentina,10/6/2021,Sinopharm/Beijing,16882823
Argentina,10/6/2021,Sputnik V,15893406
Argentina,10/7/2021,CanSino,83479
Argentina,10/7/2021,Moderna,3129690
Argentina,10/7/2021,Oxford/AstraZeneca,18244922
Argentina,10/7/2021,Pfizer/BioNTech,372639
Argentina,10/7/2021,Sinopharm/Beijing,16919020
Argentina,10/7/2021,Sputnik V,15944505
Argentina,10/8/2021,CanSino,84389
Argentina,10/8/2021,Moderna,3135244
Argentina,10/8/2021,Oxford/AstraZeneca,18296139
Argentina,10/8/2021,Pfizer/BioNTech,387603
Argentina,10/8/2021,Sinopharm/Beijing,16932756
Argentina,10/8/2021,Sputnik V,15979515
Argentina,10/9/2021,CanSino,85206
Argentina,10/9/2021,Moderna,3140511
Argentina,10/9/2021,Oxford/AstraZeneca,18338190
Argentina,10/9/2021,Pfizer/BioNTech,391492
Argentina,10/9/2021,Sinopharm/Beijing,16953831
Argentina,10/9/2021,Sputnik V,16022409
Argentina,10/10/2021,CanSino,85449
Argentina,10/10/2021,Moderna,3143055
Argentina,10/10/2021,Oxford/AstraZeneca,18362665
Argentina,10/10/2021,Pfizer/BioNTech,393799
Argentina,10/10/2021,Sinopharm/Beijing,16973927
Argentina,10/10/2021,Sputnik V,16051511
Argentina,10/11/2021,CanSino,85679
Argentina,10/11/2021,Moderna,3146489
Argentina,10/11/2021,Oxford/AstraZeneca,18384186
Argentina,10/11/2021,Pfizer/BioNTech,397681
Argentina,10/11/2021,Sinopharm/Beijing,17003593
Argentina,10/11/2021,Sputnik V,16069231
Argentina,10/12/2021,CanSino,87852
Argentina,10/12/2021,Moderna,3188348
Argentina,10/12/2021,Oxford/AstraZeneca,18425391
Argentina,10/12/2021,Pfizer/BioNTech,433822
Argentina,10/12/2021,Sinopharm/Beijing,17174947
Argentina,10/12/2021,Sputnik V,16123846
Argentina,10/13/2021,CanSino,89966
Argentina,10/13/2021,Moderna,3202943
Argentina,10/13/2021,Oxford/AstraZeneca,18464254
Argentina,10/13/2021,Pfizer/BioNTech,480489
Argentina,10/13/2021,Sinopharm/Beijing,17393120
Argentina,10/13/2021,Sputnik V,16183414
Argentina,10/14/2021,CanSino,92250
Argentina,10/14/2021,Moderna,3211804
Argentina,10/14/2021,Oxford/AstraZeneca,18506175
Argentina,10/14/2021,Pfizer/BioNTech,553741
Argentina,10/14/2021,Sinopharm/Beijing,17596472
Argentina,10/14/2021,Sputnik V,16278268
Argentina,10/15/2021,CanSino,94846
Argentina,10/15/2021,Moderna,3220729
Argentina,10/15/2021,Oxford/AstraZeneca,18541837
Argentina,10/15/2021,Pfizer/BioNTech,643772
Argentina,10/15/2021,Sinopharm/Beijing,17777150
Argentina,10/15/2021,Sputnik V,16386855
Argentina,10/16/2021,CanSino,95605
Argentina,10/16/2021,Moderna,3225480
Argentina,10/16/2021,Oxford/AstraZeneca,18556023
Argentina,10/16/2021,Pfizer/BioNTech,742775
Argentina,10/16/2021,Sinopharm/Beijing,17831934
Argentina,10/16/2021,Sputnik V,16467321
Argentina,10/17/2021,CanSino,95690
Argentina,10/17/2021,Moderna,3228077
Argentina,10/17/2021,Oxford/AstraZeneca,18560780
Argentina,10/17/2021,Pfizer/BioNTech,784388
Argentina,10/17/2021,Sinopharm/Beijing,17847288
Argentina,10/17/2021,Sputnik V,16506585
Argentina,10/18/2021,CanSino,97958
Argentina,10/18/2021,Moderna,3240201
Argentina,10/18/2021,Oxford/AstraZeneca,18587048
Argentina,10/18/2021,Pfizer/BioNTech,998805
